" ""givenName"" "," ""otherName"" "," ""familyName"" "," ""email"" "," ""addressLine1"" "," ""addressLine2"" "," ""addressLine3"" "," ""addressLine4"" "," ""addressLine5"" "," ""postCode"" "
" ""Geraint"" ",  ," ""Davies"" "," ""geraint.davies.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Deidre"" "," ""Leanne"" "," ""Brock"" "," ""deidre.brock.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
James,,Davies,james.davies.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""John"" "," ""Martin"" "," ""McDonnell"" "," ""mcdonnellj@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Tracey"" "," ""Elizabeth Anne"" "," ""Crouch"" "," ""tracey.crouch.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Claire ,,Coutinho,claire.coutinho.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Karl,,McCartney,karl.mccartney.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Janet"" "," ""Jessica"" "," ""Daby"" "," ""janet.daby.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Nicolas"" "," ""John"" "," ""Gibb"" "," ""gibbn@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Michael"" "," ""Whitney"" "," ""Freer"" "," ""mike.freer.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Peter"" "," ""John"" "," ""Kyle"" "," ""peter.kyle.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Mark,,Eastwood,mark.eastwood.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Caroline"" "," ""Julia"" "," ""Dinenage"" "," ""caroline.dinenage.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jeremy"" "," ""Paul"" "," ""Wright"" "," ""Jeremy.wright.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Imran"" ",  ," ""Hussain"" "," ""imran.hussain.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Nicholas,,Fletcher,nick.fletcher.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Tobias"" "," ""Martin"" "," ""Ellwood"" "," ""tobias.ellwood.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Johanna"" "," ""Peta"" "," ""Churchill"" "," ""jo.churchill.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Neil"" ",  ," ""Coyle"" "," ""neil.coyle.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""George"" "," ""Iain"" "," ""Duncan Smith"" "," ""Iain.duncansmith.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
David,,Johnston,david.johnston.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mark"" "," ""Richard"" "," ""Tami"" "," ""tamim@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christine"" "," ""Anne"" "," ""Jardine"" "," ""christine.jardine.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Michael"" "," ""Andrew"" "," ""Gove"" "," ""michael.gove.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Laura,,Farris,laura.farris.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""David"" "," ""Gordon"" "," ""Mundell"" "," ""david.mundell.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mohammed"" "," ""Afzal"" "," ""Khan"" "," ""afzal.khan.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Lucy"" ",  ," ""Allan"" "," ""lucy.allan.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Craig"" ",  ," ""Mackinlay"" "," ""craig.mackinlay.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""James"" "," ""Jacob Gilchrist"" "," ""Berry"" "," ""jake.berry.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stephen"" "," ""Anthony"" "," ""McPartland"" "," ""stephen.mcpartland.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Michael"" "," ""Louis David"" "," ""Fabricant"" ",  ," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Richard"" "," ""James"" "," ""Shannon"" "," ""jim.shannon.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stephen"" "," ""William"" "," ""Hammond"" "," ""stephen.hammond.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Siobhain"" "," ""Ann"" "," ""McDonagh"" "," ""mcdonaghs@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Anthony,  ,Mangnall,anthony.mangnall.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Penelope"" "," ""Mary"" "," ""Mordaunt"" "," ""penny.mordaunt.mp@parliament.uk"" "," ""House of Commons"" ",  ,  ,  ,  ,  
" ""Simon"" "," ""James"" "," ""Hoare"" "," ""simon.hoare.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Conor"" "," ""Patrick"" "," ""McGinn"" "," ""conor.mcginn.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Philip"" "," ""Andrew"" "," ""Davies"" "," ""daviesp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Andrew,  ," ""Hendry"" "," ""drew.hendry.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Neil"" ",  ," ""Gray"" "," ""neil.gray.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stephen"" ",  ," ""Crabb"" "," ""stephen.crabb.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""John"" "," ""Charles"" "," ""Baron"" "," ""baronj@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Gary,,Sambrook,gary.sambrook.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Simon," ""Zak"" ",Fell,simon.fell.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Elliot,,Colburn,elliot.colburn.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mary"" "," ""Josephine"" "," ""Robinson"" "," ""mary.robinson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Trudy"" "," ""Lynne"" "," ""Harrison"" "," ""trudy.harrison.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Grahame"" "," ""Mark"" "," ""Morris"" "," ""grahame.morris.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Thomas,  ,Randall,tom.randall.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alan"" ",  ," ""Mak"" "," ""alan.mak.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Damian"" "," ""Noel Thomas"" "," ""Collins"" "," ""damian.collins.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Robert"" "," ""James MacGillivray"" "," ""Neill"" "," ""bob.neill.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Eleanor"" "," ""Fulton"" "," ""Laing"" "," ""eleanor.laing.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Paul"" "," ""Christopher"" "," ""Maynard"" "," ""paul.maynard.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Sheryll"" ",  ," ""Murray"" "," ""sheryll.murray.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jonathan"" "," ""Neil"" "," ""Reynolds"" "," ""jonathan.reynolds.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Julian"" "," ""Carlton"" "," ""Knight"" "," ""julian.knight.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Imran,,Ahmad Khan,imran.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stephen"" "," ""Charles"" "," ""Brine"" "," ""steve.brine.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jeremy"" "," ""Richard Streynsham"" "," ""Hunt"" "," ""huntj@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Michael"" "," ""Tyrone"" "," ""Ellis"" "," ""michael.ellis.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Valerie"" "," ""Carol Marian"" "," ""Vaz"" "," ""valerie.vaz.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alexander"" "," ""David"" "," ""Sobel"" "," ""alex.sobel.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Emma"" "," ""Ann"" "," ""Hardy"" "," ""emma.hardy.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
David,,Simmonds,david.simmonds.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Miriam,,Cates,miriam.cates.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Matthew"" "," ""John David"" "," ""Hancock"" "," ""matt.hancock.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Gareth,,Bacon,gareth.bacon.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Justin"" "," ""Paul"" "," ""Tomlinson"" "," ""justin.tomlinson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Derek"" ",  ," ""Thomas"" "," ""derek.thomas.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Sarah,,Owen,sarah.owen.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Victoria"" ",  ," ""Atkins"" "," ""Victoria@victoriaatkins.org.uk "" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Emily"" ",  ," ""Thornberry"" "," ""thornberrye@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Oliver"" "," ""James"" "," ""Dowden"" "," ""oliver.dowden.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Joanna"" "," ""Catherine"" "," ""Cherry"" "," ""joanna.cherry.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alexander"" "," ""Morrison"" "," ""Carmichael"" "," ""carmichaela@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Antonia"" "," ""Louise"" "," ""Antoniazzi"" "," ""tonia.antoniazzi.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Martin"" "," ""John"" "," ""Docherty-Hughes"" "," ""martin.docherty.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Richard,,Thomson,richard.thomson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Simon"" "," ""Anthony"" "," ""Hart"" "," ""simon.hart.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""John"" ",  ," ""Lamont"" "," ""john.lamont.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Kirsten,  ,Oswald,kirsten.oswald.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Michelle"" "," ""Emma May Elizabeth"" "," ""Donelan"" "," ""michelle.donelan.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Sarah"" "," ""Ann"" "," ""Jones"" "," ""sarah.jones.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Holly"" "," ""Jamie"" "," ""Walker-Lynch"" "," ""holly.lynch.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Andrew"" "," ""Francis"" "," ""Slaughter"" "," ""slaughtera@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mark"" "," ""Andrew"" "," ""Menzies"" "," ""mark.menzies.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Graham"" "," ""Eric"" "," ""Stringer"" "," ""graham.stringer.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Julia"" "," ""Louise"" "," ""Lopez"" "," ""julia.lopez.mp@parliament.uk"" "," ""House of Commons"" ",  ,  ,  ,  ," ""SW1A 0AA"" "
" ""Theresa"" "," ""Anne"" "," ""Villiers"" ",  ," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jonathan"" ",  ," ""Cruddas"" "," ""cruddasj@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Catherine"" "," ""Jane"" "," ""Smith"" "," ""cat.smith.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Daniel"" ",  ," ""Zeichner"" "," ""daniel@danielzeichner.co.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Shabana"" ",  ," ""Mahmood"" "," ""shabana.mahmood.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jonathan"" "," ""Michael Graham"" "," ""Ashworth"" "," ""jon.ashworth.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jeremy"" "," ""Bernard"" "," ""Corbyn"" "," ""leader@labour.org.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mary"" "," ""Elizabeth"" "," ""Twist"" "," ""liz.twist.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Felicity,  ,Buchan,felicity.buchan.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Caroline,,Ansell,caroline.ansell.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Gareth,,Davies,gareth.davies.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alexander"" "," ""Boris de Pfeffel"" "," ""Johnson"" "," ""boris.johnson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Duncan,,Baker,duncan@duncanbaker.org.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Andrew"" "," ""James"" "," ""Bridgen"" "," ""andrew.bridgen.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""David"" "," ""Ian"" "," ""Jones"" "," ""laura.bradley@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mathew"" "," ""Richard Allen"" "," ""Rodda"" "," ""matt.rodda.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Marcus"" "," ""Charles"" "," ""Jones"" "," ""marcus.jones.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""William"" "," ""Paul"" "," ""Girvan"" "," ""paul.girvan.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Julian"" "," ""Charles"" "," ""Sturdy"" "," ""julian.sturdy.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Julie "" ",  ," ""Elliott"" "," ""julie.elliott.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Peter"" "," ""James"" "," ""Bottomley"" "," ""bottomleyp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""James"" "," ""Stephen"" "," ""Heappey"" "," ""james.heappey.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Gary"" "," ""Nicholas"" "," ""Streeter"" "," ""deans@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Ben,  ,Spencer,ben.spencer.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Elizabeth Anne,,McLaughlin,anne.mclaughlin.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Douglas"" ",  ," ""Ross"" "," ""douglas.ross.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Caroline"" "," ""Elizabeth"" "," ""Johnson"" "," ""caroline.johnson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Robert,,Roberts,rob.roberts.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Lyn"" "," ""Carol"" "," ""Brown"" "," ""brownl@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""John"" "," ""David"" "," ""Penrose"" "," ""beauperec@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Katherine ,,Fletcher,katherine.fletcher.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Anna"" "," ""Rhiannon"" "," ""McMorrin"" "," ""anna.mcmorrin.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Jamie,  ,Wallis,jamie.wallis.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Rachel"" "," ""Jane"" "," ""Reeves"" "," ""rachel.reeves.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Charalambos"" ",  ," ""Charalambous"" "," ""bambos.charalambous.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Bridget"" "," ""Maeve"" "," ""Phillipson"" "," ""bridget.phillipson.mp@parliament.uk"" "," ""House of Commons"" ",  ,  ,  ,  ," ""SW1A 0AA"" "
" ""Yvette"" ",  ," ""Cooper"" "," ""coopery@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stephen"" "," ""James"" "," ""McCabe"" "," ""mccabes@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Kerry"" "," ""Gillian"" "," ""McCarthy"" "," ""kerry.mccarthy.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Graham"" "," ""Stuart"" "," ""Brady"" "," ""altsale@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Craig"" ",  ," ""Whittaker"" "," ""craig.whittaker.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Giacomo"" ",  ," ""Lopresti"" "," ""jack.lopresti.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Daniel"" "," ""Joseph"" "," ""Carden"" "," ""dan.carden.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Mark,,Logan,mark.logan.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Matthew"" "," ""Robert"" "," ""Warman"" "," ""matt.warman.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Simon,,Jupp,simon.jupp.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Damian"" "," ""Patrick George"" "," ""Hinds"" "," ""damian.hinds.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Diane"" "," ""Julie"" "," ""Abbott"" "," ""diane.abbott.office@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""William"" "," ""James"" "," ""Quince"" "," ""will.quince.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Robert"" "," ""Edward"" "," ""Jenrick"" "," ""robert.jenrick.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Virendra"" "," ""Kumar"" "," ""Sharma"" "," ""sharmav@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christopher"" "," ""John"" "," ""Pincher"" "," ""christopher.pincher.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christopher"" "," ""John"" "," ""Hazzard"" "," ""chris.hazzard.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Robert"" "," ""Alexander"" "," ""Courts"" "," ""robert.courts.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Marion"" ",  ," ""Fellows"" "," ""marion.fellows.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
John,,Finucane,john.finucane.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Robert"" "," ""Ben Lobban"" "," ""Wallace"" "," ""wallaceb@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Crispin"" "," ""Jeremy Rupert"" "," ""Blunt"" "," ""crispinbluntmp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Neil,,Hudson,neil.hudson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Scott"" "," ""Leslie"" "," ""Mann"" "," ""scott.mann.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christopher"" "," ""Paul"" "," ""Davies"" "," ""chris.davies.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""James"" "," ""Whiteside"" "," ""Gray"" "," ""jamesgraymp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Ruth,,Edwards,ruth.edwards.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Fay,,Jones,fay.jones.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Heather"" "," ""Kay"" "," ""Wheeler"" "," ""heather.wheeler.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Nigel"" ",  ," ""Adams"" "," ""nigel.adams.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jamie"" ",  ," ""Stone"" "," ""jamie.stone.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Hywel"" ",  ," ""Williams"" "," ""hywel.williams.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Stephen,,Farry,stephen.farry.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Andrew"" "," ""Iain"" "," ""Lewer"" "," ""andrew.lewer.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
